path,category,reason,loc,math_hits,definitions,imports,sha256
lifted_state.py,direct,equation-bearing symbolic/numeric research implementation,101,12,BalancedPair;XiHat;__post_init__;product;remainder;refine;to_jsonable;__post_init__;theta;kappa;c;half_width;phase_mod4;Q;B;L;visible_witness;to_jsonable,__future__;cmath;math;dataclasses;fractions;typing,c277fe14fb0cc87b9a6e8911309380a12ca917df165349a1958b2d4e7495a370
light_identification_exact.py,direct,equation-bearing symbolic/numeric research implementation,507,107,GaussianFraction;ExactOrthadState;norm_sq;qgt_cell;normalized;inner;plaquette_phase;gauge_invariance_error;exact_bianchi_residual;linear_fit;svg_line;write_csv;main;zero;one;mul_i;scale;norm_sq;to_complex;initial;phase_positions;capacity;emit;tick;state;state;loop_phase;px;py,__future__;cmath;csv;hashlib;json;math;random;dataclasses;fractions;pathlib;typing,ad3674d340f4c51898a361e8a0d0aecee3bb9688039c262ca333ab75d6ac8f73
memorymap.py,direct,reusable mathematical/dynamical algorithm or solver component,333,4,MemoryMap;__init__;_snapshot_from_field;_decay_to;_ensure_and_decay;_prune;fold;snapshot;q,__future__;typing;math;random;vdm_rt;heapq;heapq;heapq,bdd2d114d2fe5811697fd8bf1762f6f595f02e223eef20879ae325f46b8db3c6
metrics.py,direct,reusable mathematical/dynamical algorithm or solver component,117,10,compute_metrics;connectome_entropy;StreamingZEMA;__init__;update,numpy;math,aa76c426554938d4c4355450b9714757efa9e91f7f395fd416d0f9837eac4286
modal_f1a_scaling_hammer.py,direct,equation-bearing symbolic/numeric research implementation,122,12,tier_cases;run_case;main,__future__;json;pathlib;modal;subprocess;sys;pathlib;json,7bef051725658248942f493edcb182bd335fcb5e55b0e07f67f4c9fa3894e640
monodromy_memory_state_completeness_attack_v51.py,direct,equation-bearing symbolic/numeric research implementation,33,7,,__future__;sympy,37743cf84444320a1dc5c2628534909afb87a6600a7848c2a7f651c623b1b780
native_area_biform_probe.py,direct,equation-bearing symbolic/numeric research implementation,514,42,G;State;doubled_area;vertex_rows;gf2_rank;triangle_complex;boundary_vector;divergence;epsilon;local_biform;edge_relation;write_csv;main;zero;one;__add__;__sub__;mul_i;scale;norm_sq;text;initial;clone;layers;phase_positions;capacity;emit;tick;map_vertex;f,__future__;csv;itertools;json;dataclasses;fractions;pathlib,2656e795c55d5fa8bc1d4660b56f3ed6b21dac8db312370273cbaead5903bf59
native_baryon_hydrogen.py,direct,equation-bearing symbolic/numeric research implementation,1008,231,write_json;write_csv;sha256;RecurrenceState;recurrence_handoffs;standard_su3;kron;parity;epsilon_color_state;total_baryon_color_generators;epsilon_color_certificate;permutation_matrix_sf;operator_on_three;spin_flavor_operators;sector_indices;explicit_spin_flavor_state;spin_flavor_certificate;outer_span;relative_basis;quark_wilson_curvature;relative_hamiltonian;permute_relative;baryon_relative_spectrum;baryon_convergence;periodic_path_operators;ors_clifford;wilson_energy;wilson_group_velocity;dispersion_certificate;radial_hydrogen_spectrum;count_radial_nodes;hydrogen_certificate;upstream_snapshot_check;plot_outputs;main;phase_positions;capacity;emit;tick,__future__;csv;hashlib;itertools;json;math;dataclasses;fractions;pathlib;typing;matplotlib;numpy;scipy;scipy;scipy,b07e1a9e3ea9bed7753ebf63f1a0ac37210381137f62662340d7053d8d9ea6dc
native_baryon_relation_dynamics.py,direct,equation-bearing symbolic/numeric research implementation,623,130,G;State;reversal;b_map;b_chart_defect;excess_mode;standard_su3;kron;parity;baryon_color_singlet;total_baryon_generators;write_json;write_csv;sha256;upstream_history_check;weighted_quantile;profile_certificate;main;zero;one;mul_i;scale;norm_sq;complex;text;initial;clone;phase_positions;capacity;emit;tick;convert,__future__;csv;hashlib;json;math;os;sys;dataclasses;fractions;itertools;pathlib;typing;matplotlib;numpy,05e979647b327390374f44aa1f50bb21e8e9f5fd384a6a80fb40dc37fa0e51c2
native_baryon_transport_hydrogen.py,direct,equation-bearing symbolic/numeric research implementation,796,123,G;State;reversal;b_map;b_chart_defect;exact_profile;complex_weighted_mean;weighted_norm;uniform_mean;uniform_norm;squared_distance_mean;baryon_host_energy;serialize_layers;sha256_bytes;expected_three_line_span;baryon_host_energy_float;radial_levels;write_json;write_csv;file_sha256;upstream_history_check;main;zero;one;mul_i;scale;norm_sq;complex;text;initial;clone;phase_positions;capacity;emit;tick;convert,__future__;csv;hashlib;json;math;os;sys;dataclasses;fractions;itertools;pathlib;typing;matplotlib;numpy;scipy;sympy,d011ea217b1afcf099bab8fd4ef8a55b86795efcf2471b9e5709d3c3ba7163dd
native_biology_derivation.py,direct,equation-bearing symbolic/numeric research implementation,119,17,LiftedState;edge_residual;normalized_edge_bonus;quarter_weight;total_weight_budget;triplet_words;occurrences_per_base;total_acceptors;centered_count;named_centered_counts;host_partition_counts;anchor_projection;summary_payload;A_mod,__future__;dataclasses;fractions;itertools;typing;json,2ada095cb7292c069bb463464dbfdd5bd5b55eecf08ef8c65b61f03d91191bd3
native_biology_sympy.py,direct,manually confirmed mathematical mining target,44,1,check,__future__;sys;sympy,eb31f36cf1a7107e63c2945127d827f58fe05a069d75b17351f9b7e3bc8dbf39
native_color_flux.py,direct,equation-bearing symbolic/numeric research implementation,765,161,G;ExactState;SummaryState;reversal;b_map;b_chart_defect;canonical_index_vector;standard_su2;standard_su3;block_su3_on_one_plus_three;matrix_span_residual;commutant_dimension;cross_relation_energy_summary;write_csv;sha256;main;zero;one;mul_i;scale;norm_sq;complex;initial;phase_positions;capacity;emit;tick;__init__;phase_positions;capacity;emit;tick,__future__;csv;hashlib;json;math;sys;collections;dataclasses;fractions;pathlib;matplotlib;numpy,ba07c4f2504c28896e3a63ddde74a999684643a6de214cc3edf2df2f14b475ee
native_color_singlet_composites.py,direct,equation-bearing symbolic/numeric research implementation,697,182,standard_su3;kron;total_meson_generators;total_baryon_generators;meson_singlet;parity;baryon_singlet;symmetric_rgb_state;projector;quadratic_casimir;clustered_spectrum;invariant_nullity;color_burden_matrices;color_components;incidence_matrix;compact_chain_current;current_cost;matrix_expectation;pair_correlations_meson;pair_correlations_baryon;write_json;write_csv;sha256;upstream_history_check;main,__future__;csv;hashlib;json;math;dataclasses;fractions;itertools;pathlib;typing;matplotlib;numpy,f0b0fc200fd5aab0038020ac4aa6aca1b9dbfdba38a46335e331db7a86270e31
native_emergence_search.py,direct,equation-bearing symbolic/numeric research implementation,667,95,G;State;total_norm;area2;flatten_points;nonzero_support_counts;first_l_boundary_matrices;reversal;b_map;b_chart_defect;defect_metrics;generalized_su_basis;su_closure_residual;endpoint_orientation;write_csv;hash_file;main;zero;one;mul_i;scale;norm_sq;text;initial;clone;layers;phase_positions;capacity;emit;tick;f,__future__;csv;hashlib;itertools;json;math;os;sys;dataclasses;fractions;pathlib;typing;matplotlib;numpy,b7dce2d55f3a10b5f54f5f056e3b629c7f52352f0ac459003d7a62523da7f1d1
native_first_generation_closure.py,direct,equation-bearing symbolic/numeric research implementation,414,34,WeylField;sha256;write_json;write_csv;exact_weight_solution;exact_charge_spectrum;exact_yukawa_residuals;first_generation_fields;exact_anomalies;exact_native_unit_normal_couplings;make_figures;main;multiplicity,__future__;csv;hashlib;json;math;dataclasses;pathlib;matplotlib;numpy;sympy,8a27342239560552b4c03c57ab3e0f16052879ea35087945a42cac49a9adaee4
native_lepton_hypercharge_yukawa.py,direct,equation-bearing symbolic/numeric research implementation,543,82,G;State;run_runtime;cross_relation_energy;exact_native_clifford;exact_path_operators;exact_three_layer_kernel;exact_hypercharge_solution;exact_yukawa;write_csv;hash_file;main;zero;one;__add__;__sub__;mul_i;scale;norm_sq;complex;text;initial;clone;phase_positions;capacity;emit;tick,__future__;csv;hashlib;json;math;sys;dataclasses;fractions;pathlib;matplotlib;numpy;sympy,c3b72f7571bc93fc1ef93ab02104d0d3d146cf76927d35aa4dd36ba5490054c3
native_multimode_atomic_emission.py,direct,equation-bearing symbolic/numeric research implementation,635,139,file_sha256;write_json;write_csv;log_fibonacci;log_pair_product;pair_ratio;reconstruct_domain16_envelope;radial_levels;build_exchange_hamiltonian;diagonal_evolution;state_at;trace_probabilities;main;convert,__future__;csv;hashlib;json;math;os;pathlib;typing;matplotlib;numpy;scipy;scipy,d15e46f3b79a5d0fe693838bb6aeea35cad2a70d2e615d1cdac5b8084e52c49a
native_operator_closure.py,direct,equation-bearing symbolic/numeric research implementation,897,313,G;State;norm_sq;flatten_completed;normalized_state;projected_derivative;finite_qgt;analytic_qgt;berry_connection;phase_generator;overlap_link;plaquette_phase;completion_phase_budget;endpoint_phase;mass_sign;path_operators;ors_clifford;native_wilson_kernel;mode_metrics;padded_normalized;cross_relation_energy;interface_normal_operator;write_csv;hash_file;main;zero;one;__add__;__sub__;mul_i;scale;norm_sq;complex;text;initial;clone;layers;phase_positions;capacity;emit;tick;fmt,__future__;csv;hashlib;itertools;json;math;sys;dataclasses;fractions;pathlib;typing;matplotlib;numpy,aa5a65ebc2361e8244d8a3d6931444dcd80e882de6cc136fd298bee7e6cff6f6
native_phase_live_decoder_v10.c,direct,equation-bearing symbolic/numeric research implementation,346,7,,,7432f79fe93f885ff46bdaa10522c602f38d7eaf9beec44cda72c2dfd6d0e23e
native_phase_local_decoder_v9.c,direct,equation-bearing symbolic/numeric research implementation,346,7,,,700c0034354ef4bc06128770e8fe91074b8a96ce720ddf3859b5c1dfe96ed923
native_phase_packet_v5.c,direct,equation-bearing symbolic/numeric research implementation,495,7,,,be85276242243278f56b1c0de425eee55b844116c5beaf0faca4e4d9c02e0439
native_phase_packet_v6.c,direct,equation-bearing symbolic/numeric research implementation,401,12,,,28b5235977981d86ee1ed85d86b4b637fed087f2260a3e7269b7b76179cd8306
native_phase_packet_v7.c,direct,equation-bearing symbolic/numeric research implementation,309,11,,,265581e93304d99ff93e1fb81470ad2d1a67ef5f16531d94097b32929d286f12
native_phase_packet_v8.c,direct,equation-bearing symbolic/numeric research implementation,309,11,,,2a2053b7f813b597dd976cbc886ecbadfb955e73bc7c84b390fd252d30a60522
ns3d_pseudospectral_f1a.py,direct,equation-bearing symbolic/numeric research implementation,339,171,SolverConfig;fftn;ifftn;wave_numbers;dealias_mask;project_incompressible;curl_hat;gradient_phys;rhs;rk4_step;init_field;shell_indices;fit_beta;shell_diagnostics;run;make_figures;main,__future__;argparse;json;dataclasses;pathlib;typing;numpy;matplotlib,dda98eea73825edaa8fcf39b3574e8286adbac75f49243eaf064cee0fea52f58
operators.py,direct,reusable mathematical/dynamical algorithm or solver component,32,1,PCOp;apply_op;parse_op,__future__;enum;pcsr,5b2fe6d889f2628c7b94bc1862e594158633b1cc7186ae876dad51d76364d248
orthad_birth_transport.py,direct,equation-bearing symbolic/numeric research implementation,277,70,Coeff;bit_count_for_A;carrier;walsh_phase;phase_quarters;shift;primary_closed;seed_primary;translate_point;transport_B;transport_Q;transport_L;extract_primary_coordinates;validate_primary;chart_plus;chart_minus;transfer_forward;transfer_forward_from_derivative;transfer_reverse;descendants;clean_reference;monomial_C;dense;matmul;conjM;maxdiff;verify_phi;Custody;Lifted;build_initial;__post_init__;zero;one;star;scale;phase_shift;mul;to_complex;N;j;capacity;can_q;can_b;select;step,__future__;dataclasses;fractions;typing;cmath;math,6acba48688d9b72bec1403c41d284656116da202edee432c789440f36df672ef
orthad_multilayer_exact.py,direct,manually confirmed mathematical mining target,85,3,MultilayerOrthad;initial_state;execute_ticks;b_update;q_update;l_update;step;layer_sizes;relation_counts;transfer_square_residual,__future__;dataclasses;typing;first_l_hierarchical_relation_grid,a9cf46a25fd3a590ad3fdcfc951b8d2b7164473786e2d26347d593e02ddd52dd
orthad_multilayer_execution.py,direct,manually confirmed mathematical mining target,292,6,load_v21;HierarchicalRelationGrid;run;main;layers;validate;block;blocks;block_counts;factor_map;chart_block;chart_count_residual;transfer_map;transfer_inverse_residual;transfer_naturality_residual;b_update;q_update;l_update;completed_unchanged;old_block_embedding_residual;summary;add_check,__future__;argparse;importlib;json;sys;dataclasses;pathlib;typing,667f92a252a4b202f787975e9803e22e973906d1c29ec13edb114967d8189123
orthad_state.py,direct,equation-bearing symbolic/numeric research implementation,141,5,OrthadFrame;_base_visible;_retained_legal;_retained_legal_rewrite;_retained_flip;_retained_cocycle_bad;_retained_sparse_baseline;make_frame;make_sequence;symbol_to_indices;frame_to_indices;symbols,__future__;dataclasses;hashlib;typing,82f2404b03e6d4ef609c3ce3d2f31cf9bfe01660cf6d244d89d8c4675c59cfca
overflow_to_55_89_code.py,direct,manually confirmed mathematical mining target,145,2,balanced_step;trace_to_anchor,math;pathlib;pandas;matplotlib;matplotlib,07ddaccf4e4e84283c30a2eacaca841d89de9322420495694e1f71668cf3089f
pc_branch_universal_sympy_audit.py,direct,equation-bearing symbolic/numeric research implementation,85,29,load_report;assert_gate;packet_E;main,__future__;json;pathlib;mpmath;sympy;pc_branch_certifier;pc_branch_certifier;pc_branch_certifier,be7bcd0cc87d1426101cb356676b85be4c75c5c59f365f3925c15328f3ffd3ab
pc_inverse_word_sympy_audit.py,direct,equation-bearing symbolic/numeric research implementation,96,24,exact_zero;main,__future__;json;math;sys;pathlib;sympy;pc_inverse_word_certifier;pc_inverse_word_certifier,6ea6af315fbd2299565d4adbcb4034ed91b2e67a50d11149d2c2f2b140c0574a
pc_monodromy_certifier.py,direct,manually confirmed mathematical mining target,6,0,,pc_monodromy,a75ee72365aead25d4cc1b740e1f660540dd0115dbfce2e45a8de6ac4f2f6068
pc_monodromy_global_sympy_audit.py,direct,equation-bearing symbolic/numeric research implementation,52,7,check;main,__future__;pathlib;sys;sympy;pc_monodromy_certifier;pc_monodromy_certifier;pc_monodromy_certifier,fa340c44679998acf4add37deac7c655dc6e3ad41de10d2407672c4d50dbf880
pc_monodromy_sympy_audit (copy).py,direct,equation-bearing symbolic/numeric research implementation,46,7,check;main,__future__;pathlib;sys;sympy;pc_monodromy_certifier;pc_monodromy_certifier;pc_monodromy_certifier,7ff08ed58f157bba8a1bb29d22eca1127d2b5720cd9a64130a3bc356e5310448
pc_monodromy_sympy_audit.py,direct,equation-bearing symbolic/numeric research implementation,68,15,transitions;main,__future__;json;pathlib;sympy,c4eb7f12ad51f005c79595906d57759d4ef43d70381930ba520dd4f1dc8c84c5
pc_vdm_lifted_descent_audit.py,direct,equation-bearing symbolic/numeric research implementation,92,14,check;bpair;main,__future__;sys;pathlib;sympy,757a7d6fa2465f7c581490f40b3fbd1d3ee2cb7e6b58dfd67e0bc797d6b55919
pc_vdm_lifted_descent_solver_sympy_audit.py,direct,equation-bearing symbolic/numeric research implementation,53,8,assert_zero;main,__future__;sys;sympy,368a88ecf27d75a54e1596e0e160bfde997478e02f88be5938b3504959edc959
pcsr_sympy_validation.py,direct,equation-bearing symbolic/numeric research implementation,69,7,check;bpair;main,__future__;sys;sympy,ea0b36b82702ae5d2dd2e2e339cf3d47b24cad1dd9469ba9e89a4a064080f933
pencil_yinyang_transform_attack_v48.py,direct,equation-bearing symbolic/numeric research implementation,16,4,,sympy,fa7f79d6956e06814313805dc99187d608406a4813e6a13b5be35f8f141d28f0
phase3_v1_general_shadow_sweep.py,direct,equation-bearing symbolic/numeric research implementation,177,24,legendre_symbol;chi12_vector;chi8_vector;legendre_vector;delta_vector;S_matrix;orientation_cancel_worst;theta_vec;D_vec;S_apply_mp;transform_errors;main,__future__;cmath;csv;json;math;pathlib;mpmath;numpy,d8c8e43e2ef0f888d8770f6a32704c08542de5b6c08c8f6519d24a0d014d408c
phase3_v2_modular_b_operator_family.py,direct,equation-bearing symbolic/numeric research implementation,358,80,ensure_out;write_csv;write_json;PhasePair;YiOctal;WilhelmState;DomainGateResult;phase_rows;yi_rows;wilhelm_rows;gate_results;write_outputs;refined;product;ratio_num_den;as_text;successor;complete;value;active_low_digit;as_octal_lsd;as_octal_msd;flip;carrier_only;full_text,__future__;csv;json;dataclasses;pathlib;typing,c5a5a8f0d237f4e5d4586be3af74b6ddd05dd9f2e82c12b64354c2fc12ff18e3
phase3_v2_sympy_audit.py,direct,equation-bearing symbolic/numeric research implementation,35,12,,__future__;json;pathlib;sympy,f6ec95e1bdf706904aa7bb91bbf6186e5414690e1f259cf60e17e7fc6651e4c9
phase3_v3_full_audit_generator.py,direct,equation-bearing symbolic/numeric research implementation,472,173,phase_visible_next;phase_visible_proj;B_pair;phase_product_proj;succ_octal_lsd;octal_low_proj;octal_value;octal_str;flip_bit;wilhelm_proj_carrier;wilhelm_next;mono_proj_sheet;mono_next_append_g;shadow_scalar_projection;shadow_positive_readout;shadow_next_weight;yy_proj_components;yy_next_transform;add;write_csv,__future__;csv;json;hashlib;math;os;shutil;zipfile;pathlib;fractions;nbformat,04391c0518e3b2ec5ab9276a53ba5db23678ca2a16c30dbabd38e2d00c52493d
phase3_v3_projection_loss_theorem_corpus.py,direct,equation-bearing symbolic/numeric research implementation,10,3,,__future__;json;pathlib,b89245b8f996ec19b08b5dc469071f9675fef4797d99c4ccb2ca70e0f3d7dc3c
phase3_v4_ancient_yi_carry_lift.py,direct,research algorithm/exact arithmetic implementation,74,0,value_lsd;digits_lsd;display;succ;run,__future__;argparse;json;pathlib,efff3faa67ad0cf4feaf39a3fba02c353b29a364761d11c3570001e57780d13f
phase3_v5_wilhelm_six_line_ladder.py,direct,research algorithm/exact arithmetic implementation,27,0,flip_line;hamming,itertools,ed4fdac7683b298ebcba0f3f2bb7bcb3b39fae207e338f97fe3234807c76baf5
phase4_v1_general_shadow_ii.py,direct,equation-bearing symbolic/numeric research implementation,559,157,S_matrix;T_diag;reversal_matrix;is_multiple;orbit_rank;theta_vec;transform_errors;chi12_vec;chi8_vec;legendre_vec;custom_even;custom_odd;even_ok;derivative_cancellation_ok;positive_nonzero_terms;scalar_closure,os;json;csv;math;cmath;hashlib;zipfile;shutil;pathlib;fractions;numpy,2ff24f9b629732ee3651f887bd919773207ad3169cdab694d48379b7557e0016
phase4_v2_modular_B_classification.py,direct,equation-bearing symbolic/numeric research implementation,527,210,write_csv;write_json;sha256;FareyPair;YiState;WilhelmState;Classification;classify;phase_farey_evidence;yi_evidence;wilhelm_evidence;S_matrix;T_diag;shadow_residue_evidence;B;uv;text;succ;complete;value;text;msd;flip;text,__future__;csv;json;math;cmath;hashlib;zipfile;shutil;textwrap;dataclasses;pathlib;typing;nbformat;numpy,8f02f2a12e40194f3aeb9a21ee18ad69582ac740f15d531c9c3542a244cc5741
phase4_v3_projection_loss_formalization.py,direct,equation-bearing symbolic/numeric research implementation,38,4,Collision;collision_blocks_custody;main,dataclasses;csv;json;pathlib,ea680fc66bf691a163b1da6e8feedc07d0920ab249060c236ab1b187ca0ccf27
phase4_v5_wilhelm_lift_rechart.py,direct,research algorithm/exact arithmetic implementation,25,0,flip_line;audit_line6,itertools,63b29c0443257654ab00bbcac4f8c9bb4c8ff14e64b0655a997eb04b4865ab2a
phase5_v1_b_scale_phase_fusion_test.py,direct,equation-bearing symbolic/numeric research implementation,451,172,B_step;B_orbit;steps_until;cexp;fmtc;sha256_path;write_csv;weil_G;weil_F;derive_for_N,__future__;csv;json;math;cmath;hashlib;zipfile;shutil;pathlib;fractions,5c73cb7d7e02954605cbdb2efbf60c05bc064b25eef56d2757c0ee128348af95
phase5_v1_canon_repair_corrected_protocol.py,direct,equation-bearing symbolic/numeric research implementation,26,15,weil_F;weil_G;compare_readout,math;cmath;csv;json,0a3087832fc339a2bf5c8c49dbcc5f5a1817191b886e9f0e4caaefa071c4cca6
phase5_v1_corrected_orientation_derivation.py,direct,equation-bearing symbolic/numeric research implementation,570,140,native_orientation_read;write_matrix_csv;weil_F;weil_G;max_abs_diff;max_offdiag_abs;max_diag_diff,__future__;csv;json;math;cmath;hashlib;shutil;zipfile;pathlib;datetime,1ab7557d92642301c43e47321c7211c60bdf61b0f8004cc360e34efac1cea06b
phase5_v1_orthad_overset_dual_lens_transfer_test.py,direct,equation-bearing symbolic/numeric research implementation,33,5,transfer_matrix;matmul;conj_transpose;eye;max_abs_diff;reversal_matrix,__future__;math;cmath;csv;json;hashlib;pathlib,4531c8006b57f387a704cf659d077845f6ec2d06f96297527ad5fe03bec6da11
phase5_v1_orthad_overset_quadratic_self_twist_gauss_test.py,direct,equation-bearing symbolic/numeric research implementation,402,168,cfmt;write_csv;sha256;matmul;conj_transpose;max_abs_diff;identity,pathlib;json;csv;hashlib;math;cmath;zipfile;shutil;os;datetime,298b1fd631ca8afed6c091d52945f958fd5a8160b245dae010e5b217c3598fde
phase5_v1_primitive_to_weil_generation.py,direct,equation-bearing symbolic/numeric research implementation,32,6,weil_S;weil_T;identity;perm_shift;max_abs_diff,__future__;math;cmath,c7ea71076bc7e1bb8dbbd4aedc5d641e1a03f17e62af58389330853647858671
phase5_v1_reopened_orthad_corrected_test.py,direct,equation-bearing symbolic/numeric research implementation,22,5,read_csv,__future__;csv;json;pathlib,2dc58e5fcd9106e970d7de219a9d5b27401693d6d2c6c13d9e342973ec378ca1
phase5_v1_reweighted_Q_budget_test.py,direct,equation-bearing symbolic/numeric research implementation,36,10,budget;f;self_entry;pair_entry;weil_g;weil_f;main,__future__;math;cmath;hashlib;csv;json;pathlib,233e66ca74f5dcc8bac15fed13f69156e7b62a3889a1150937142516645524b4
phase5_v2_orthad_overset_canonization.py,direct,equation-bearing symbolic/numeric research implementation,28,8,K;G;matmul;conjT;identity;reversal;maxdiff,math;cmath,4a56232c09215f8faf23489f1fa3bc713175750de428742a360ef1e2284a34e4
phase5_v3_general_N_stability_test.py,direct,equation-bearing symbolic/numeric research implementation,41,18,K;G;reversal;maxabs;run,math;cmath;hashlib;csv;json;numpy;pathlib,784aa72621c6839608e634eb1c8c3e46d0ec56cd3312a1a2a2f7e14dac2a506e
phase5_v4_character_shadow_residual_reentry.py,direct,equation-bearing symbolic/numeric research implementation,44,21,chi12;chi8;legendre;K;G;main,math;cmath;csv;json;numpy,e0ffeed69d943a9c2f443fc05085d35b907dbb0635bab09b6ef142d7f44ee39a
phase5_v5_orthad_primitive_origin_audit.py,direct,equation-bearing symbolic/numeric research implementation,35,26,cyclic_shift;Kminus;G;reversal;check,numpy,2d7dd65955dfdf796d90b0e090177497911bd31e8f07e5273bd0c1d2f2ef7b35
phase5_v6_regression_stale_canon_repair.py,direct,equation-bearing symbolic/numeric research implementation,36,9,K;G;I;maxdiff;matmul;conjT;reversal;run,__future__;math;cmath;csv;json;pathlib,d35a72bc247a54addc8e740e072f1b36aa3d71dd8a78ef2dfeba9a5a6cd2554d
phase5_v7_closure_attack.py,direct,equation-bearing symbolic/numeric research implementation,29,18,K;G;R;maxabs;pol,math;cmath;json;numpy,4519eed2fee03ae43fe29a47cf04db71dbffdfe195830ad97c33ab56a1d60d5b
phase5_v7b_doubled_orientation_carrier_test.py,direct,equation-bearing symbolic/numeric research implementation,41,18,K;G;reversal;max_abs;audit,math;cmath;csv;json;numpy,6730f1f7b909c80761fcb533bdc5689e110686689a09821242a1afae4d5d83e1
phase5_v7c_doubled_carrier_reverification.py,direct,equation-bearing symbolic/numeric research implementation,43,19,K;G;R;maxabs;check,numpy;math,55bd8938c4df27f150431b316dd8aaa4f140d8c6306e78c3f823ea32259dc39b
phase5_v7d_multi_axis_finite_quadratic_module_test.py,direct,equation-bearing symbolic/numeric research implementation,18,9,elems;lcm;Bval;build,__future__;itertools;math;numpy,c520a89a96179326d8c22657e99bc677b4433118fc949d79dd5b0b2706533531
phase5_v7e_native_inter_axis_coupling_derivation.py,direct,equation-bearing symbolic/numeric research implementation,561,108,sha256_text;sha256_file;group;native_coupling;Bval;well_defined;rep_invariance_residual;gates,os;json;csv;math;cmath;hashlib;zipfile;textwrap;shutil;pathlib;numpy;nbformat,ff8f0a26adc2c07bc16c46c0effc951bef9eee23f9281ba417c3b1f62b564f11
phase5_v7f_coupling_registry_sweep.py,direct,equation-bearing symbolic/numeric research implementation,608,103,gcd;lcm;admissible_step;is_representative_invariant;kernel_size;classify_c;generate_terms;extract_c;terms_to_str;elements;B_raw;B_val;K_matrix;G_diag;reversal_perm;max_abs;property_gates;write_csv,__future__;csv;json;math;cmath;hashlib;zipfile;os;shutil;pathlib;itertools;datetime;numpy;nbformat,d92ae6d07ddebb51a9f4993d4455ac8b3110eabd02e628a3b1a7a23d4c4aabfd
phase5_v7g_multi_axis_coupling_tensor_extension.py,direct,manually confirmed mathematical mining target,8,1,,,2feea7f829aad4bd6486c489484ef787fc3d0f2713b757645e8311a49f22403c
phase5_v7h_pairwise_coupling_reachability_sweep.py,direct,equation-bearing symbolic/numeric research implementation,242,94,lcm;representative_ok;step;radical_size;classify;product_witness;two_product_witness;unit_latch_witness;reach_witness;B;states;matrix_gate;write_csv,os;json;csv;math;cmath;hashlib;zipfile;itertools;textwrap;shutil;pathlib;datetime;numpy,889fe6e92828fdda02c29b535f609b43f63a4321fe28a58858aa5621a9c426cb
phase5_v7i_full_phase5_canon_consolidation.py,direct,equation-bearing symbolic/numeric research implementation,26,42,main,json;math,49706eb964781df6bac26ed91f1739f5007f49f6939c7b93ac7e1c170d8c507b
phase5_v7j_axis_free_overset_grid_revisit.py,direct,equation-bearing symbolic/numeric research implementation,272,92,write_csv;sha256_file;complex_resid;run_checks;main,__future__;csv;json;math;hashlib;pathlib;numpy,d86c8749e99e34efac227584acae148e29eb7cf7c09b5cfc9601ac6ae1d0e465
phase5_v7k_liu2022_mhd_retained_topology_revisit.py,direct,equation-bearing symbolic/numeric research implementation,11,5,,json;pathlib,fd6ebee533e8baec8dde73000d106d7d86b91d2e670f70a5220c82d5f0f8fd89
phase5_v7l_open_flux_disappearance_revisit.py,direct,equation-bearing symbolic/numeric research implementation,12,4,,json;math;pathlib,606e8c03c28433435492ff37ce7a69af391bbb1d621a654d423a7a11b272d02f
phase5_v7m_trace_cocycle_normal_form.py,direct,equation-bearing symbolic/numeric research implementation,450,187,Event;E;dependent;foata;nf_text;extract_c;pair_admissible;radical_size_2;raw_float_B;pol_residual;frac_mod1;edge_phase;cycle_hol;gauge;write_csv;add_case;support;key;text,__future__;csv;json;math;os;shutil;hashlib;zipfile;random;dataclasses;fractions;itertools;pathlib;nbformat,08088748b65c8f98edf8e77900aad224612a77718b46ed2d1dc294a36b9ccccb
phase5_v7n_finite_orthad_qgt_jm_split.py,direct,equation-bearing symbolic/numeric research implementation,658,279,Event;independent;foata_normal_form;lcm;c_native;admissible_c;radical_size_pair;build_j_m;matrix_norm;eig_min;eigvals_sorted;singular_sorted;qgt_gates;product_module_gate_for_pair;latch;local;write_csv;key,__future__;os;json;csv;math;cmath;hashlib;zipfile;itertools;shutil;textwrap;statistics;dataclasses;pathlib;typing;numpy,3504ef8c8b295d8aacaf9dd2a229b9526ef50c00ee468a2e578347c2dca4f7a4
phase5_v7o_contact_latch_boundary_extension.py,direct,equation-bearing symbolic/numeric research implementation,35,4,compute_contact,itertools;json;numpy,2854d0b3d7bb01d34b87d879f4978cc4156534eded110f9ec7e8db60526a35e1
phase5_v7p_native_qbl_event_alphabet.py,direct,equation-bearing symbolic/numeric research implementation,686,112,Event;Support;support;independent;AxisState;RunState;run;foata;legal_swap_once;E;write_csv;write_json;label;ensure;apply;signature,__future__;json;csv;hashlib;zipfile;os;math;random;dataclasses;pathlib;collections;typing;shutil,7d17cc4eb1c5d03049fc90430678d7961a542279253030160f1d1baa5995887a
phase5_v7q_native_transition_assignment.py,direct,equation-bearing symbolic/numeric research implementation,85,13,Elem;Axis;Event;State;support;independent;run;__post_init__;__mul__;inv;div;is_one;key;lens;label;__init__;require;apply,__future__;dataclasses;fractions;collections,bc4ccbf00a8afbe156a88bc5440180c095ff7aedf973b6f88ef3f7bca216c09e
